countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Estonia,Urban area,,,,,,,,,,,,,,,,,,6860.0,,,,9221.0,,,14136.0,,,12186.0,,,13789.0,,,18553.0,,,,,,,
Estonia,Rural area,,,,,,,,,,,,,,,,,,6294.0,,,,7753.0,,,12516.0,,,11710.0,,,13581.0,,,17771.0,,,,,,,
Finland,Urban area,,,,,,,,,22873.0,,,,20454.0,,,,,22860.0,,,,25636.0,,,28868.0,,,29866.0,,,28689.0,,,28555.0,,,,,,,
Finland,Rural area,,,,,,,,,21633.0,,,,18858.0,,,,,20296.0,,,,23178.0,,,26722.0,,,27398.0,,,26923.0,,,27328.0,,,,,,,
France,Urban area,,,,,,,,,,,,,,23313.0,23187.0,23818.0,24082.0,24464.0,24940.0,25845.0,25533.0,25474.0,25522.0,26111.0,26309.0,26757.0,26993.0,26916.0,26490.0,26443.0,26494.0,26408.0,26431.0,26754.0,26889.0,26728.0,27131.0,27813.0,28052.0,27914.0,
France,Rural area,,,,,,,,,,,,,,21465.0,21944.0,22466.0,22627.0,23244.0,23910.0,24273.0,24488.0,24609.0,25183.0,25433.0,26225.0,26680.0,26529.0,26356.0,26799.0,26163.0,26426.0,26686.0,27196.0,27212.0,27466.0,27516.0,27820.0,28028.0,28235.0,28302.0,
Germany,Urban area,29163.0,24486.0,24396.0,25670.0,26165.0,27003.0,27411.0,28518.0,27604.0,27908.0,27482.0,26734.0,26684.0,27212.0,26517.0,27453.0,27943.0,28451.0,27729.0,28241.0,28167.0,28100.0,27659.0,27724.0,28026.0,27984.0,28588.0,28739.0,28429.0,28146.0,28394.0,28503.0,29488.0,29900.0,30337.0,31254.0,32336.0,33413.0,32868.0,32531.0,
Germany,Rural area,26901.0,23082.0,23058.0,23735.0,25308.0,25795.0,25888.0,26766.0,22704.0,23745.0,24072.0,24380.0,24524.0,24506.0,24217.0,24866.0,25405.0,25817.0,25511.0,26586.0,26288.0,26283.0,25533.0,25869.0,25729.0,25750.0,25843.0,26297.0,25988.0,25996.0,25988.0,26382.0,27120.0,27659.0,28084.0,29195.0,29380.0,30858.0,31194.0,30791.0,
Greece,Urban area,,,,,,,,,,,,,,,,,,18869.0,,22487.0,23133.0,23946.0,23177.0,23406.0,24054.0,23524.0,24998.0,21339.0,17497.0,15468.0,14075.0,14443.0,14548.0,14680.0,15091.0,15934.0,16649.0,16584.0,17798.0,,
Greece,Rural area,,,,,,,,,,,,,,,,,,12878.0,,16270.0,16972.0,17873.0,18138.0,17878.0,19263.0,19177.0,19681.0,17970.0,14423.0,12874.0,11795.0,12093.0,11944.0,12537.0,12502.0,13150.0,14012.0,13860.0,14872.0,,
Hungary,Urban area,,,,,,,,,11433.0,,,9142.0,,,,,8846.0,,,,,,11491.0,,11041.0,,10703.0,,,10826.0,,,13771.0,,,,,,,,
Hungary,Rural area,,,,,,,,,10119.0,,,7883.0,,,,,7099.0,,,,,,9169.0,,10117.0,,9359.0,,,9098.0,,,10929.0,,,,,,,,
Iceland,Urban area,,,,,,,,,,,,,,,,,,,,,29831.0,30957.0,33365.0,37185.0,39086.0,37743.0,33298.0,30906.0,28715.0,30591.0,30614.0,32036.0,34609.0,36535.0,39193.0,,,,,,
Iceland,Rural area,,,,,,,,,,,,,,,,,,,,,27616.0,28139.0,29236.0,31330.0,33516.0,33096.0,29703.0,28259.0,26864.0,28385.0,29602.0,31132.0,32808.0,34119.0,36147.0,,,,,,
Ireland,Urban area,,,,,12389.0,,,,,,,,,,,,,21965.0,,25692.0,26535.0,27459.0,28176.0,29971.0,30206.0,27024.0,26326.0,25371.0,24003.0,25086.0,24600.0,25768.0,27035.0,27413.0,29076.0,29707.0,31503.0,34364.0,35063.0,,
Ireland,Rural area,,,,,10275.0,,,,,,,,,,,,,22475.0,,22799.0,22505.0,22574.0,23285.0,25655.0,24482.0,22818.0,22137.0,21773.0,21429.0,20525.0,21424.0,23370.0,24169.0,25174.0,27730.0,28072.0,28926.0,29138.0,29281.0,,
Israel,Urban area,,,,,,,,,,,,,,,,,,,15689.0,14073.0,14299.0,14998.0,15331.0,15798.0,16815.0,16917.0,16587.0,17303.0,17200.0,18539.0,19508.0,19776.0,20951.0,21119.0,22545.0,23416.0,22741.0,22156.0,22315.0,,
Israel,Rural area,,,,,,,,,,,,,,,,,,,20931.0,20819.0,20385.0,18701.0,18806.0,21000.0,21255.0,22159.0,25039.0,22169.0,23997.0,22950.0,26653.0,28459.0,27936.0,29237.0,31898.0,30104.0,30298.0,30477.0,30851.0,,
Italy,Urban area,16837.0,17828.0,,17072.0,19030.0,,20468.0,,20941.0,,19825.0,,19083.0,,,20557.0,,20670.0,,20906.0,,21114.0,,22576.0,,21963.0,,21362.0,,19176.0,,19250.0,,19869.0,,,,20559.0,,,
Italy,Rural area,16789.0,16371.0,,13940.0,15678.0,,19877.0,,19775.0,,17611.0,,18536.0,,,18109.0,,19364.0,,18701.0,,19617.0,,19861.0,,19358.0,,19684.0,,17356.0,,17278.0,,17046.0,,,,18515.0,,,
Japan,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,27529.0,27094.0,27294.0,25408.0,25872.0,25383.0,25229.0,25819.0,25230.0,25333.0,25084.0,25161.0,25876.0,,,
Japan,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,24162.0,24813.0,25669.0,23689.0,25423.0,25440.0,26615.0,25085.0,24883.0,25732.0,24633.0,23080.0,26665.0,,,
South Korea,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,11562.0,10715.0,12044.0,12174.0,12337.0,13530.0,14886.0,16170.0,17152.0,17852.0,19157.0,21215.0,20486.0,,
Lithuania,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,9613.0,8707.0,9163.0,9459.0,10236.0,10764.0,10889.0,11540.0,12991.0,14701.0,17107.0,18826.0,19146.0,,
Luxembourg,Urban area,,,25653.0,28393.0,29603.0,31051.0,32128.0,33596.0,34942.0,36219.0,36944.0,32961.0,33781.0,33736.0,34590.0,34356.0,36322.0,36948.0,36929.0,37977.0,39931.0,39163.0,40210.0,38341.0,39013.0,37169.0,39279.0,37713.0,37911.0,36386.0,36666.0,36872.0,38787.0,42745.0,40529.0,42804.0,42089.0,46023.0,48943.0,47717.0,50023.0
Luxembourg,Rural area,,,27633.0,30087.0,31558.0,32857.0,33550.0,35689.0,35228.0,37209.0,36767.0,36870.0,37164.0,37184.0,38087.0,38066.0,38893.0,38646.0,40111.0,42217.0,43406.0,44375.0,44238.0,44065.0,45693.0,46438.0,47185.0,45773.0,43774.0,43532.0,43585.0,44547.0,44024.0,46847.0,44349.0,45022.0,45231.0,49539.0,48023.0,49315.0,50081.0
Mexico,Urban area,,5525.0,,,,,5620.0,,,5638.0,,5960.0,,4481.0,,4934.0,,5934.0,,5783.0,,5974.0,6651.0,7149.0,,7350.0,,6429.0,,6571.0,,6104.0,,7222.0,,7387.0,,6871.0,,8121.0,
Mexico,Rural area,,2946.0,,,,,3082.0,,,2743.0,,2586.0,,2136.0,,1886.0,,2191.0,,2533.0,,2943.0,3302.0,3811.0,,3307.0,,3190.0,,3322.0,,3277.0,,3923.0,,4207.0,,4338.0,,5079.0,
Netherlands,Urban area,19821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Rural area,19077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,34052.0,,,35354.0,,,38588.0,,,37933.0,,,38967.0,39048.0,39257.0,39087.0,
Norway,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,32295.0,,,34059.0,,,37151.0,,,37410.0,,,38673.0,38707.0,38916.0,39023.0,
Poland,Urban area,,,,,,,,,,10082.0,,,8258.0,,,,9845.0,,,,,9864.0,9885.0,10682.0,11547.0,12730.0,13127.0,13596.0,13533.0,13379.0,13554.0,14180.0,14876.0,15939.0,16854.0,17729.0,18785.0,19403.0,20480.0,19927.0,20475.0
Poland,Rural area,,,,,,,,,,8643.0,,,5926.0,,,,7886.0,,,,,7732.0,7826.0,8686.0,9407.0,10344.0,10634.0,10929.0,10992.0,11107.0,11312.0,11693.0,12320.0,14086.0,15039.0,15811.0,16814.0,17351.0,18402.0,18549.0,18939.0
Slovakia,Urban area,,,,,,,,,,9289.0,,,,9001.0,,,,,,,,9669.0,,,13148.0,,,14265.0,,,13616.0,13543.0,13751.0,14384.0,15040.0,15011.0,,,,,
Slovakia,Rural area,,,,,,,,,,8758.0,,,,8740.0,,,,,,,,9072.0,,,11782.0,,,12459.0,,,12572.0,12984.0,13058.0,13748.0,14620.0,14575.0,,,,,
Slovenia,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Urban area,,,12743.0,,,,,,,,,,,,,,,,,,,22197.0,22802.0,23751.0,27298.0,27609.0,27294.0,25353.0,24581.0,23775.0,22912.0,22792.0,23226.0,24421.0,24664.0,24921.0,26335.0,25503.0,26374.0,26364.0,
Spain,Rural area,,,10870.0,,,,,,,,,,,,,,,,,,,17439.0,18181.0,18969.0,22977.0,22865.0,22852.0,20882.0,19871.0,18810.0,18047.0,18193.0,18862.0,19859.0,20169.0,20255.0,21834.0,23038.0,23475.0,23137.0,
Sweden,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27853.0,28827.0,28995.0,30157.0,29995.0,29905.0,30532.0,30686.0,,,
Sweden,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26857.0,27042.0,28280.0,27259.0,27355.0,27012.0,27515.0,28425.0,,,
Switzerland,Urban area,,,,,,,,,,33885.0,,,,,,,,,,,,,,36372.0,37116.0,37355.0,37786.0,37915.0,39278.0,40423.0,38387.0,39020.0,38478.0,38967.0,38877.0,38610.0,38196.0,38489.0,39534.0,38742.0,
Switzerland,Rural area,,,,,,,,,,31998.0,,,,,,,,,,,,,,32639.0,32916.0,33225.0,34308.0,34884.0,37114.0,37279.0,36144.0,36696.0,36975.0,37001.0,37337.0,36520.0,37594.0,38005.0,38366.0,36543.0,
United Kingdom,Urban area,14348.0,14565.0,14795.0,15805.0,16561.0,17715.0,17856.0,18049.0,18357.0,18045.0,17825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Rural area,14061.0,14743.0,15369.0,15237.0,15809.0,16942.0,17543.0,19130.0,19065.0,18016.0,17536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
