countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
France,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Urban area,30794.0,,28642.0,29997.0,30736.0,32026.0,32887.0,33814.0,31956.0,32494.0,31675.0,30687.0,30753.0,31302.0,30765.0,31704.0,32387.0,32225.0,30416.0,30373.0,30356.0,30307.0,28999.0,29725.0,29702.0,29851.0,29190.0,29638.0,30072.0,29514.0,29606.0,29765.0,31268.0,31486.0,31925.0,33299.0,34355.0,35425.0,36181.0,35726.0,
Germany,Rural area,28377.0,,25892.0,26320.0,27689.0,28896.0,29477.0,30134.0,24365.0,25460.0,26295.0,25447.0,26293.0,26084.0,25584.0,26565.0,26742.0,27258.0,26240.0,26567.0,25788.0,24955.0,23573.0,24893.0,25703.0,25524.0,24907.0,26027.0,25993.0,25390.0,24666.0,25948.0,26839.0,28049.0,29175.0,30036.0,30137.0,30570.0,32030.0,31285.0,
Greece,Urban area,,,,,,,,,,,,,,,,,,,,,,,,23877.0,24611.0,24292.0,24987.0,18919.0,15228.0,13627.0,12009.0,12100.0,12036.0,14325.0,15323.0,16748.0,17008.0,16052.0,17225.0,,
Greece,Rural area,,,,,,,,,,,,,,,,,,,,,,,,16482.0,17221.0,16960.0,16507.0,14797.0,11156.0,8916.0,8378.0,8970.0,8477.0,9939.0,10007.0,11733.0,12611.0,12806.0,14476.0,,
Hungary,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,Urban area,,,,,,,,,,,,,,,,,,,,,36633.0,39029.0,42443.0,46805.0,49346.0,46976.0,39285.0,37084.0,34473.0,36800.0,37282.0,39280.0,43128.0,47698.0,50714.0,,,,,,
Iceland,Rural area,,,,,,,,,,,,,,,,,,,,,33378.0,34165.0,35292.0,37516.0,39574.0,38814.0,33583.0,31967.0,30595.0,33347.0,35744.0,37762.0,40064.0,42261.0,44092.0,,,,,,
Ireland,Urban area,,,,,13046.0,,,,,,,,,,,,,,,25461.0,26323.0,26397.0,26809.0,28010.0,25764.0,21466.0,18655.0,17806.0,16500.0,20585.0,20737.0,22182.0,23618.0,24800.0,28257.0,28965.0,30443.0,34547.0,35676.0,,
Ireland,Rural area,,,,,9000.0,,,,,,,,,,,,,,,22218.0,19779.0,19640.0,19696.0,20699.0,19588.0,15501.0,14883.0,13367.0,14566.0,12014.0,13221.0,16772.0,18922.0,20781.0,24310.0,25498.0,26203.0,20775.0,22491.0,,
Israel,Urban area,,,,,,,,,,,,,,,,,,,15221.0,13805.0,13721.0,14523.0,14832.0,15193.0,16433.0,16424.0,15896.0,16462.0,16448.0,17597.0,19212.0,19746.0,20847.0,20888.0,22570.0,23706.0,22151.0,19564.0,20863.0,,
Israel,Rural area,,,,,,,,,,,,,,,,,,,22509.0,24534.0,23588.0,20522.0,19875.0,23026.0,22770.0,24119.0,28083.0,23278.0,25521.0,23987.0,28433.0,31768.0,29995.0,32108.0,34833.0,32668.0,31327.0,29629.0,30824.0,,
Italy,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15783.0,,16578.0,,,,16642.0,,,
Italy,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13270.0,,13215.0,,,,13426.0,,,
Japan,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,27715.0,26695.0,27660.0,25116.0,25852.0,25354.0,26164.0,25958.0,25755.0,26220.0,25188.0,25918.0,26254.0,,,
Japan,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,22590.0,23613.0,23754.0,22242.0,23739.0,25985.0,26164.0,27089.0,27074.0,25935.0,23001.0,23156.0,25772.0,,,
South Korea,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,9972.0,9016.0,10439.0,10358.0,11198.0,12612.0,14385.0,14798.0,15863.0,16176.0,21702.0,23629.0,22503.0,,
Lithuania,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,6650.0,5285.0,6172.0,6546.0,8191.0,9057.0,8517.0,9871.0,10703.0,12420.0,18132.0,19078.0,20086.0,,
Luxembourg,Urban area,,,,,,,,,,,,,,,,,,,,33136.0,34396.0,33783.0,33052.0,32061.0,34251.0,30746.0,30842.0,30658.0,30659.0,28735.0,29501.0,30790.0,35296.0,36625.0,33031.0,41108.0,37677.0,,55162.0,47816.0,51708.0
Luxembourg,Rural area,,,,,,,,,,,,,,,,,,,,39470.0,39655.0,39603.0,41738.0,41242.0,43261.0,42276.0,40979.0,41608.0,38157.0,38716.0,39191.0,41117.0,40475.0,40782.0,39233.0,41096.0,40765.0,,46632.0,47995.0,43867.0
Mexico,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Urban area,21639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Rural area,19728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Urban area,,,,,,,,,,,,,,,,,,,,,,9568.0,,,12902.0,,,13103.0,,,12991.0,13935.0,14140.0,14519.0,15480.0,16094.0,,,,,
Slovakia,Rural area,,,,,,,,,,,,,,,,,,,,,,8023.0,,,10408.0,,,10266.0,,,10964.0,12209.0,12097.0,13217.0,14227.0,14667.0,,,,,
Slovenia,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Urban area,,,,,,,,,,,,,,,,,,,,,,20477.0,21192.0,22025.0,25792.0,24687.0,23179.0,22028.0,20692.0,19216.0,17498.0,17880.0,18243.0,19637.0,20598.0,20294.0,21980.0,18906.0,21482.0,22739.0,
Spain,Rural area,,,,,,,,,,,,,,,,,,,,,,14589.0,15256.0,16560.0,19685.0,19013.0,17341.0,15784.0,15216.0,13101.0,12279.0,12762.0,12962.0,14765.0,15303.0,15900.0,16924.0,16088.0,17759.0,17655.0,
Sweden,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28083.0,29162.0,29490.0,31570.0,31114.0,31030.0,31360.0,31493.0,,,
Sweden,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26357.0,26296.0,27692.0,26642.0,26543.0,26300.0,26620.0,27110.0,,,
Switzerland,Urban area,,,,,,,,,,36807.0,,,,,,,,,,,,,,44461.0,45640.0,46712.0,46651.0,46434.0,48251.0,49997.0,46424.0,47398.0,46614.0,47198.0,47904.0,47894.0,46984.0,47143.0,48052.0,47881.0,
Switzerland,Rural area,,,,,,,,,,34635.0,,,,,,,,,,,,,,39701.0,39851.0,40531.0,40555.0,41517.0,45311.0,45793.0,42748.0,44861.0,45477.0,45678.0,45825.0,45522.0,47325.0,46122.0,47544.0,46168.0,
United Kingdom,Urban area,16025.0,16449.0,16441.0,17470.0,18093.0,19443.0,19923.0,19481.0,19788.0,18820.0,18800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Rural area,15244.0,16199.0,17672.0,16645.0,16652.0,18579.0,19388.0,20951.0,21054.0,19036.0,17926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
