countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Colombia,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,Homewowners,,,,,,,,,,,,,,,,,,,,,,14636.0,,,17467.0,,,16722.0,,,17014.0,,,20064.0,,,,,,,
Czech Republic,Not homeowners,,,,,,,,,,,,,,,,,,,,,,10615.0,,,13445.0,,,13352.0,,,11857.0,,,13772.0,,,,,,,
Denmark,Homewowners,,,,,,,,,,,,,,,,,,,,,,43750.0,,,48779.0,,,48405.0,,,47966.0,,51526.0,52478.0,53473.0,54282.0,55043.0,57150.0,58043.0,55630.0,
Denmark,Not homeowners,,,,,,,,,,,,,,,,,,,,,,16044.0,,,27622.0,,,25032.0,,,23606.0,,18850.0,19553.0,20429.0,21670.0,22143.0,22960.0,24949.0,24986.0,
Estonia,Homewowners,,,,,,,,,,,,,,,,,,,,,,8869.0,,,14044.0,,,11703.0,,,13827.0,,,17732.0,,,,,,,
Estonia,Not homeowners,,,,,,,,,,,,,,,,,,,,,,4901.0,,,10740.0,,,7682.0,,,8790.0,,,12292.0,,,,,,,
Finland,Homewowners,,,,,26021.0,,,,27847.0,,,,24841.0,,,,,28822.0,,,,32017.0,,,34942.0,,,36123.0,,,36752.0,,,37187.0,,,,,,,
Finland,Not homeowners,,,,,18696.0,,,,18998.0,,,,13869.0,,,,,16587.0,,,,17459.0,,,18572.0,,,18056.0,,,18620.0,,,18291.0,,,,,,,
France,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Homewowners,35463.0,,31168.0,33077.0,33939.0,34899.0,36222.0,36619.0,33760.0,34537.0,33774.0,34043.0,33877.0,34667.0,34208.0,35568.0,35862.0,35468.0,33551.0,34593.0,34485.0,34137.0,33100.0,34212.0,34780.0,34346.0,34789.0,35015.0,35511.0,35227.0,35666.0,36263.0,36879.0,38749.0,40022.0,41169.0,42153.0,42371.0,44567.0,42941.0,
Germany,Not homeowners,24174.0,,24784.0,25471.0,25901.0,27654.0,28163.0,29268.0,25900.0,25991.0,26161.0,24858.0,25225.0,24457.0,24250.0,24307.0,25643.0,25067.0,24401.0,24420.0,23238.0,22381.0,20817.0,21047.0,20947.0,21847.0,19897.0,20332.0,21283.0,20352.0,20181.0,20323.0,21357.0,21402.0,21771.0,22815.0,23157.0,25940.0,27809.0,27565.0,
Greece,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,20432.0,21190.0,20950.0,21641.0,17635.0,13654.0,11465.0,10338.0,10422.0,10205.0,12261.0,12888.0,14185.0,14889.0,14635.0,15905.0,,
Greece,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,19024.0,19763.0,19576.0,18949.0,16009.0,12642.0,11755.0,10961.0,11910.0,11946.0,14224.0,14937.0,15994.0,16894.0,15626.0,17129.0,,
Hungary,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,Homewowners,,,,,,,,,,,,,,,,,,,,,36895.0,38746.0,41256.0,45157.0,47803.0,46799.0,39957.0,38691.0,37580.0,38893.0,40607.0,43659.0,47017.0,51681.0,54997.0,,,,,,
Iceland,Not homeowners,,,,,,,,,,,,,,,,,,,,,25798.0,24601.0,27564.0,29194.0,27863.0,28829.0,21498.0,20585.0,18377.0,21709.0,25039.0,24454.0,26388.0,31672.0,33863.0,,,,,,
Ireland,Homewowners,,,,,13578.0,,,,,,,,,,,,,,,26748.0,26525.0,27389.0,27711.0,29218.0,27195.0,24416.0,21947.0,22606.0,21514.0,22131.0,22793.0,25357.0,27092.0,28025.0,32958.0,32612.0,34625.0,35907.0,38089.0,,
Ireland,Not homeowners,,,,,4612.0,,,,,,,,,,,,,,,9061.0,9576.0,7950.0,9645.0,8786.0,11090.0,8073.0,4379.0,5479.0,7124.0,6397.0,8096.0,10029.0,10975.0,12548.0,14201.0,16100.0,15882.0,16551.0,16774.0,,
Israel,Homewowners,,,,,,,,,,15828.0,,,,,16686.0,,,,16946.0,15957.0,15639.0,16470.0,16586.0,16776.0,18021.0,17756.0,17772.0,18226.0,18485.0,19065.0,21270.0,22395.0,23134.0,23099.0,25306.0,25546.0,24015.0,22088.0,23557.0,,
Israel,Not homeowners,,,,,,,,,,9631.0,,,,,9872.0,,,,11163.0,9250.0,10215.0,10389.0,11884.0,11980.0,13540.0,15055.0,12652.0,13824.0,13369.0,15904.0,16582.0,16592.0,17348.0,18254.0,19059.0,21488.0,20144.0,15773.0,18032.0,,
Italy,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17763.0,,18007.0,,,,18169.0,,,
Italy,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11838.0,,12884.0,,,,12015.0,,,
Japan,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,28029.0,27062.0,28205.0,25616.0,26139.0,26389.0,26687.0,26468.0,26881.0,26582.0,25581.0,26366.0,27199.0,,,
Japan,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,23566.0,23891.0,24634.0,21795.0,21715.0,22405.0,22554.0,23991.0,23359.0,25233.0,23660.0,24756.0,25518.0,,,
South Korea,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,9052.0,8212.0,9167.0,9502.0,10739.0,11377.0,12751.0,13841.0,14648.0,15615.0,21322.0,22770.0,22763.0,,
Lithuania,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,5507.0,4269.0,6668.0,6938.0,7824.0,7908.0,8872.0,8938.0,10402.0,9320.0,15863.0,17278.0,17527.0,,
Luxembourg,Homewowners,,,,,,,,,,,,,,,,,,,,37675.0,39159.0,38407.0,39901.0,39628.0,41670.0,39931.0,41081.0,42546.0,39098.0,40082.0,40163.0,42733.0,42791.0,43249.0,39362.0,44171.0,42895.0,,55796.0,54892.0,52724.0
Luxembourg,Not homeowners,,,,,,,,,,,,,,,,,,,,34559.0,32207.0,33468.0,30293.0,30962.0,34204.0,30428.0,29172.0,28468.0,27850.0,23542.0,25220.0,26594.0,27587.0,30608.0,28987.0,34508.0,31350.0,,41133.0,41016.0,43578.0
Mexico,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Homewowners,25645.0,,,,16945.0,,,32644.0,,,33921.0,,,,,,36174.0,,,,,38999.0,39154.0,39996.0,45497.0,45756.0,46015.0,45753.0,45770.0,45383.0,42141.0,42212.0,43070.0,43587.0,44115.0,44706.0,46697.0,50377.0,51254.0,,
Netherlands,Not homeowners,18119.0,,,,27829.0,,,20865.0,,,19045.0,,,,,,18192.0,,,,,13988.0,12367.0,12204.0,18894.0,18585.0,19125.0,17790.0,17355.0,17996.0,15782.0,14622.0,14759.0,14480.0,15845.0,16437.0,17189.0,16320.0,17346.0,,
Norway,Homewowners,,,,28800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Not homeowners,,,,22971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Homewowners,,,,,,,,,,,,,,,,,,,,,,9398.0,,,11972.0,,,12092.0,,,12412.0,13489.0,13396.0,14067.0,14963.0,15700.0,,,,,
Slovakia,Not homeowners,,,,,,,,,,,,,,,,,,,,,,7250.0,,,10835.0,,,11099.0,,,10136.0,12352.0,12515.0,11917.0,12538.0,13731.0,,,,,
Slovenia,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Homewowners,,,,,,,,,,,,,,,,,,,,,,19466.0,20294.0,21239.0,26125.0,24961.0,23292.0,21962.0,20641.0,19145.0,17463.0,17704.0,18264.0,19874.0,20759.0,20981.0,22495.0,20750.0,22910.0,23486.0,
Spain,Not homeowners,,,,,,,,,,,,,,,,,,,,,,15236.0,16256.0,17678.0,17340.0,16918.0,15990.0,14944.0,13881.0,12861.0,11461.0,12117.0,12595.0,13557.0,15378.0,14956.0,16132.0,13332.0,15894.0,18659.0,
Sweden,Homewowners,,,,,,,,,,,,,20164.0,,,,,25388.0,26264.0,26565.0,26836.0,27854.0,28462.0,29626.0,31302.0,31993.0,31951.0,31967.0,34060.0,34296.0,33570.0,34342.0,35619.0,36783.0,37160.0,36837.0,37437.0,37688.0,38120.0,,
Sweden,Not homeowners,,,,,,,,,,,,,8000.0,,,,,13053.0,15046.0,13779.0,13804.0,15289.0,15366.0,16674.0,17399.0,18423.0,17582.0,15913.0,17421.0,17509.0,14854.0,14040.0,15428.0,16519.0,16329.0,17199.0,17460.0,17527.0,18470.0,,
Switzerland,Homewowners,,,,,,,,,,41390.0,,,,,,,,43937.0,,45840.0,,44042.0,,49573.0,50070.0,50633.0,51560.0,52259.0,53749.0,54514.0,52963.0,53822.0,53961.0,54627.0,55505.0,54147.0,54258.0,53857.0,54952.0,55208.0,
Switzerland,Not homeowners,,,,,,,,,,33596.0,,,,,,,,37408.0,,38847.0,,38088.0,,39932.0,40987.0,41622.0,40813.0,40693.0,43416.0,44242.0,40961.0,41671.0,41059.0,41619.0,41881.0,42579.0,42673.0,43107.0,43248.0,42299.0,
United Kingdom,Homewowners,19164.0,20235.0,20868.0,21578.0,22290.0,23595.0,24763.0,24717.0,24792.0,24119.0,23364.0,24279.0,24627.0,25929.0,26291.0,27274.0,27505.0,29054.0,29435.0,29810.0,29737.0,31112.0,31345.0,31639.0,32498.0,31887.0,31237.0,31061.0,30147.0,30273.0,30564.0,31447.0,31757.0,32055.0,32648.0,32266.0,33153.0,30936.0,32280.0,,
United Kingdom,Not homeowners,9387.0,8823.0,8352.0,6874.0,8021.0,8149.0,8029.0,8823.0,7137.0,5866.0,4529.0,3661.0,3577.0,3622.0,4638.0,4630.0,4763.0,5512.0,6634.0,7359.0,8098.0,8419.0,9216.0,10260.0,10781.0,11130.0,10129.0,10022.0,11250.0,10827.0,11798.0,12580.0,13152.0,14164.0,13780.0,15402.0,16865.0,14495.0,14574.0,,
United States,Homewowners,35329.0,36820.0,37625.0,39141.0,40000.0,40276.0,41082.0,39397.0,39243.0,38672.0,38410.0,39197.0,39507.0,39850.0,41032.0,42592.0,43627.0,43683.0,43177.0,42880.0,43226.0,42233.0,43303.0,43586.0,44305.0,42466.0,41275.0,41322.0,40750.0,40603.0,40921.0,42055.0,44027.0,44832.0,45091.0,46134.0,48294.0,46645.0,47425.0,45650.0,
United States,Not homeowners,19758.0,20856.0,21348.0,22138.0,21662.0,22329.0,22690.0,21923.0,20698.0,19969.0,19593.0,20208.0,20395.0,20724.0,21704.0,22269.0,22959.0,24170.0,23243.0,22631.0,21320.0,21413.0,21740.0,21895.0,22787.0,21198.0,19995.0,19470.0,19494.0,20244.0,21262.0,21748.0,23403.0,25184.0,25154.0,26064.0,27306.0,25450.0,26296.0,26970.0,
