countries,decomposition,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Canada,One person households,,,,,,,,,,,,,,,,47.71,46.8,44.36,43.46,42.25,43.4,43.19,42.83,41.61,41.65,42.4,42.54,43.87,40.61,41.3,40.02,43.38,43.25,42.36,42.3,41.83,43.46,39.17,,,
Canada,Couples without children,,,,,,,,,,,,,,,,20.96,20.46,19.33,19.81,19.77,19.26,19.54,18.75,18.57,19.24,19.45,19.82,20.29,18.59,18.11,18.39,20.35,17.57,18.55,17.47,18.53,18.81,17.3,,,
Canada,Couples with children,,,,,,,,,,,,,,,,16.79,16.9,17.18,15.6,16.16,16.72,16.71,16.78,15.89,17.89,18.5,17.99,16.54,19.53,19.75,17.08,18.04,18.9,19.34,18.88,17.34,18.72,18.03,,,
Canada,Single parents,,,,,,,,,,,,,,,,58.02,54.94,56.8,60.02,60.05,58.28,55.73,53.49,55.93,51.81,51.49,52.11,54.93,57.05,60.56,57.6,59.75,59.96,57.51,61.0,53.79,56.29,53.49,,,
Canada,Other family / non-family households,,,,,,,,,,,,,,,,17.25,16.65,16.68,16.36,16.7,16.76,14.85,15.52,15.58,14.37,15.47,17.38,16.39,17.13,18.19,17.12,18.61,16.3,18.05,16.41,16.17,18.09,16.86,,,
Taiwan,One person households,,,,,,,,,,,,47.09,,38.33,,,41.07,,,,,41.44,,42.29,,,43.67,,,42.73,,,40.02,41.44,42.39,41.66,40.75,40.74,,,
Taiwan,Couples without children,,,,,,,,,,,,42.4,,33.58,,,33.51,,,,,39.33,,38.86,,,38.45,,,34.27,,,32.71,33.2,35.42,34.51,34.66,36.61,,,
Taiwan,Couples with children,,,,,,,,,,,,4.98,,5.31,,,4.89,,,,,5.63,,5.8,,,6.82,,,6.29,,,6.0,6.39,5.65,4.84,5.06,5.22,,,
Taiwan,Single parents,,,,,,,,,,,,26.68,,26.6,,,18.71,,,,,25.84,,29.69,,,28.43,,,29.45,,,26.4,33.32,26.27,28.39,20.77,25.99,,,
Taiwan,Other family / non-family households,,,,,,,,,,,,7.55,,8.19,,,8.39,,,,,8.66,,9.7,,,11.67,,,10.16,,,9.03,9.64,9.26,9.89,9.21,10.6,,,
Denmark,One person households,,,,45.41,,,,,45.53,,,55.66,,,,,54.44,,,,53.64,,,,,,,,,,,59.11,58.86,59.01,58.42,58.17,57.88,57.47,56.56,,
Denmark,Couples without children,,,,18.56,,,,,11.7,,,27.27,,,,,25.44,,,,24.75,,,,,,,,,,,31.01,31.09,30.98,31.03,30.6,31.14,30.7,30.18,,
Denmark,Couples with children,,,,7.46,,,,,9.82,,,9.23,,,,,8.98,,,,9.34,,,,,,,,,,,9.92,10.09,9.59,9.23,9.01,8.54,7.77,7.37,,
Denmark,Single parents,,,,40.34,,,,,43.65,,,46.36,,,,,43.64,,,,43.0,,,,,,,,,,,41.46,40.46,39.6,39.74,39.62,39.16,39.29,38.89,,
Denmark,Other family / non-family households,,,,6.38,,,,,5.31,,,11.54,,,,,13.57,,,,15.09,,,,,,,,,,,15.0,14.98,14.88,14.32,14.36,14.51,14.0,13.56,,
France,One person households,,,,,,,,,,,,,17.23,17.13,18.08,18.53,17.73,17.41,17.63,18.36,18.38,18.42,18.68,18.9,18.74,20.13,19.34,19.91,19.71,17.28,18.98,18.93,19.63,19.83,20.07,20.15,19.54,20.12,20.5,,
France,Couples without children,,,,,,,,,,,,,5.42,5.57,5.31,5.29,5.15,5.36,5.02,4.55,4.75,5.08,4.35,4.58,4.62,4.93,4.8,4.98,4.99,4.76,4.62,4.52,5.16,4.83,5.09,4.63,4.56,4.86,4.6,,
France,Couples with children,,,,,,,,,,,,,25.19,25.4,24.96,24.04,23.62,24.06,21.55,21.43,20.66,20.58,20.32,20.3,18.35,20.14,20.18,21.06,21.47,20.83,20.25,21.67,21.38,21.0,20.68,20.6,21.27,20.09,20.39,,
France,Single parents,,,,,,,,,,,,,52.02,53.98,52.15,55.06,58.23,57.41,56.52,54.78,56.67,56.14,58.75,58.62,60.49,59.5,61.23,60.25,63.48,61.06,60.71,57.92,60.29,61.22,60.53,60.14,58.15,59.55,59.01,,
France,Other family / non-family households,,,,,,,,,,,,,11.71,10.98,11.02,11.66,11.92,10.94,9.95,11.28,11.08,10.07,11.74,12.46,10.61,11.97,12.67,12.89,13.7,14.45,14.57,15.01,14.55,14.35,15.02,14.58,15.43,15.04,15.47,,
Germany,One person households,24.02,25.97,25.05,24.25,23.77,23.68,23.74,26.36,26.75,24.83,23.41,23.33,22.95,23.03,21.4,22.64,22.09,21.06,21.63,22.66,21.78,22.61,23.62,25.29,26.71,25.62,26.98,27.67,27.45,28.06,27.34,28.37,28.74,28.03,29.95,32.22,31.01,31.18,31.24,,
Germany,Couples without children,8.65,7.53,6.74,7.73,8.15,8.39,7.59,9.4,8.3,7.04,6.79,6.44,5.96,5.47,4.83,6.68,6.57,6.77,7.28,6.95,6.47,7.76,7.35,7.46,7.28,7.07,7.11,7.07,7.71,8.1,7.72,7.44,7.08,7.89,7.96,8.54,9.5,7.84,8.5,,
Germany,Couples with children,8.64,7.39,8.29,7.81,8.78,8.7,9.18,9.28,9.11,8.83,11.5,10.34,10.42,11.21,10.21,10.65,10.62,10.22,10.77,11.64,11.68,12.79,12.34,12.07,10.92,13.99,13.73,13.2,15.03,14.75,15.9,15.59,15.3,15.9,15.15,16.46,14.98,14.52,18.8,,
Germany,Single parents,45.07,44.39,46.58,48.39,49.51,45.79,54.3,52.89,51.75,51.04,57.07,53.95,50.1,51.52,57.65,57.85,56.97,54.48,57.29,58.29,60.0,63.46,66.24,63.78,63.43,60.23,58.95,58.91,58.49,60.18,61.55,62.05,58.66,61.76,61.0,57.01,52.09,52.56,50.61,,
Germany,Other family / non-family households,6.8,8.13,6.75,5.52,6.51,5.53,4.37,5.29,4.73,5.4,6.31,7.09,5.3,4.68,5.48,5.68,6.57,6.34,6.52,7.05,9.5,9.55,11.04,11.15,10.75,12.84,10.35,9.03,11.95,12.19,10.99,11.35,13.0,11.06,12.23,13.27,13.05,15.45,15.26,,
Israel,One person households,,,,,,,,,,,,,,,,,,44.72,49.3,43.95,43.66,42.86,42.28,41.23,42.04,42.1,44.59,43.74,40.18,43.24,41.87,44.16,42.52,44.53,41.62,44.64,48.63,46.83,,,
Israel,Couples without children,,,,,,,,,,,,,,,,,,29.33,32.11,29.63,28.09,27.59,25.65,26.68,26.62,27.63,27.62,24.37,21.94,23.93,25.49,25.61,24.02,25.12,24.94,26.95,27.39,28.28,,,
Israel,Couples with children,,,,,,,,,,,,,,,,,,24.86,26.32,27.65,28.33,26.64,26.9,27.56,26.25,28.04,26.67,25.65,25.25,22.52,24.42,24.38,22.52,22.39,20.89,22.21,20.54,21.7,,,
Israel,Single parents,,,,,,,,,,,,,,,,,,59.8,56.82,52.27,54.78,56.9,52.01,45.13,43.02,46.89,48.83,48.39,44.22,41.53,42.16,38.03,38.61,38.16,43.14,33.33,38.08,33.47,,,
Israel,Other family / non-family households,,,,,,,,,,,,,,,,,,23.98,23.37,23.8,22.48,24.04,20.73,20.35,21.51,19.61,20.42,23.52,22.09,18.69,19.67,18.23,20.9,19.95,20.76,19.04,24.09,21.87,,,
Luxembourg,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,One person households,,,,,,,,,,46.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Couples without children,,,,,,,,,,22.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Couples with children,,,,,,,,,,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Single parents,,,,,,,,,,61.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Other family / non-family households,,,,,,,,,,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,One person households,,,,,,,,,,,,,,,,,30.86,31.23,28.73,,29.26,28.22,28.42,29.91,29.41,29.81,29.88,30.65,30.17,33.56,33.17,33.13,35.16,32.66,29.68,29.72,29.63,28.08,,,
Sweden,Couples without children,,,,,,,,,,,,,,,,,5.08,4.06,4.08,,5.67,5.48,5.72,5.75,6.03,5.43,5.78,6.32,5.53,6.18,6.22,7.08,6.03,6.78,5.82,6.82,5.22,5.18,,,
Sweden,Couples with children,,,,,,,,,,,,,,,,,7.81,7.69,7.72,,7.17,8.31,7.78,9.13,8.47,9.7,8.94,9.43,8.52,12.07,10.9,10.89,11.57,12.18,12.93,13.19,10.97,10.39,,,
Sweden,Single parents,,,,,,,,,,,,,,,,,41.07,35.47,40.29,,37.97,40.03,36.89,35.05,40.78,39.35,40.62,38.97,38.15,39.66,41.8,41.86,37.68,36.41,36.43,35.45,33.61,35.37,,,
Sweden,Other family / non-family households,,,,,,,,,,,,,,,,,5.81,5.88,5.39,,6.01,7.56,6.23,6.19,7.02,6.7,7.07,6.12,6.81,11.95,11.2,8.49,11.33,8.43,7.79,11.97,13.23,15.31,,,
United Kingdom,One person households,51.06,51.09,50.08,48.23,50.36,50.89,48.57,48.56,45.6,46.03,48.82,50.05,48.37,46.93,46.99,47.16,46.38,45.02,45.48,45.21,44.02,43.12,43.3,43.57,41.15,41.52,40.74,41.74,39.68,39.38,39.48,38.84,38.89,40.6,39.79,41.05,38.74,38.31,,,
United Kingdom,Couples without children,17.68,18.27,17.26,17.44,21.09,19.51,18.77,19.16,17.7,17.35,16.45,17.23,17.45,17.23,17.79,17.28,17.24,17.73,17.83,16.43,15.8,15.66,15.7,15.18,14.62,13.09,13.73,12.37,12.6,11.1,11.74,12.19,11.33,12.04,12.22,12.16,12.08,12.15,,,
United Kingdom,Couples with children,15.55,17.12,17.12,17.38,13.7,14.95,14.25,14.57,18.28,17.37,19.24,19.83,19.28,18.38,18.1,18.14,16.81,16.96,16.81,18.82,18.65,19.05,18.39,19.34,19.64,22.06,21.35,21.57,21.95,21.67,21.88,21.48,21.5,20.13,20.05,18.43,19.59,18.94,,,
United Kingdom,Single parents,69.17,61.65,67.78,70.8,72.33,73.2,72.38,75.73,78.26,79.16,79.41,84.02,84.49,82.9,84.73,82.4,78.36,77.08,68.72,68.73,71.27,69.97,72.63,71.33,72.93,71.54,73.81,72.7,73.59,75.6,73.38,73.71,74.98,75.41,70.28,72.43,68.87,69.54,,,
United Kingdom,Other family / non-family households,12.15,11.23,10.78,13.65,12.41,12.85,13.59,15.65,17.73,16.73,18.65,19.53,17.14,14.74,15.2,15.66,15.7,14.87,16.71,16.25,16.07,16.66,16.36,17.98,18.3,17.59,19.08,17.73,17.94,18.92,16.44,17.55,16.52,17.57,18.43,15.58,19.02,19.55,,,
United States,One person households,32.44,33.21,34.77,34.68,33.78,32.41,32.04,32.38,32.7,31.89,31.99,32.01,31.32,33.16,33.03,32.3,33.61,33.67,34.5,34.31,33.54,33.73,32.19,33.9,33.36,30.92,33.0,33.41,33.41,34.63,34.51,34.38,35.12,35.69,36.19,36.13,35.64,36.79,35.63,34.95,
United States,Couples without children,12.63,12.77,12.38,12.7,12.88,13.78,12.04,11.26,12.43,11.76,11.89,11.74,11.55,11.92,12.32,12.53,13.18,13.41,12.87,13.1,13.21,12.88,12.42,12.36,12.49,11.69,11.78,11.92,11.93,12.18,13.23,12.68,13.17,13.83,13.29,12.74,13.39,13.75,14.17,13.63,
United States,Couples with children,16.61,16.35,16.15,16.16,16.2,16.34,16.15,16.24,16.23,16.45,17.11,16.87,16.22,16.36,16.77,16.97,16.04,16.67,17.64,17.89,16.89,17.03,17.03,17.39,17.87,18.66,19.58,19.53,19.52,18.69,20.42,19.93,19.25,19.32,18.51,18.75,18.9,18.19,17.9,18.45,
United States,Single parents,60.18,60.06,61.44,62.38,64.2,61.9,62.9,61.95,62.54,63.41,62.19,59.18,59.51,58.82,60.01,58.82,56.33,56.21,55.27,56.7,57.28,57.16,57.68,57.81,57.45,57.91,58.14,58.55,59.71,59.91,61.18,60.43,58.97,60.17,58.32,58.91,56.86,57.04,57.92,58.51,
United States,Other family / non-family households,20.27,19.73,20.19,20.82,20.25,20.45,19.74,21.92,22.36,22.26,21.18,21.34,22.44,21.35,20.97,21.14,20.21,20.21,20.28,20.63,21.28,20.96,20.97,21.28,21.98,22.81,22.74,22.78,23.16,23.13,21.89,21.72,21.39,21.01,21.09,21.12,21.05,21.05,20.1,21.1,
