countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Colombia,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,4063.0,4191.0,4250.0,4498.0,4867.0,5047.0,5259.0,5523.0,5636.0,5590.0,5708.0,5600.0,5434.0,4701.0,4853.0,4915.0,
Czech Republic,Homewowners,,,,,,,,,,10919.0,,,,,,,,,,,,15097.0,,,17704.0,,,18058.0,,,17769.0,,,20088.0,,,,,,,
Czech Republic,Not homeowners,,,,,,,,,,10284.0,,,,,,,,,,,,11976.0,,,14647.0,,,15312.0,,,14055.0,,,15711.0,,,,,,,
Denmark,Homewowners,,,,,28074.0,,,,,28286.0,,,,,,,,,,,,33258.0,,,35071.0,,,36356.0,,,35600.0,,34523.0,34963.0,35489.0,36315.0,36658.0,38247.0,38619.0,36664.0,
Denmark,Not homeowners,,,,,21355.0,,,,,19725.0,,,,,,,,,,,,21831.0,,,26053.0,,,26138.0,,,25372.0,,22862.0,23114.0,23362.0,23899.0,24213.0,25007.0,25439.0,24270.0,
Estonia,Homewowners,,,,,,,,,,,,,,,,,,6716.0,,,,9028.0,,,13914.0,,,12601.0,,,14566.0,,,19208.0,,,,,,,
Estonia,Not homeowners,,,,,,,,,,,,,,,,,,6126.0,,,,6252.0,,,10866.0,,,9594.0,,,10654.0,,,14017.0,,,,,,,
Finland,Homewowners,,,,,21578.0,,,,23776.0,,,,21467.0,,,,,24366.0,,,,27330.0,,,29965.0,,,30812.0,,,30812.0,,,31029.0,,,,,,,
Finland,Not homeowners,,,,,16760.0,,,,18465.0,,,,16324.0,,,,,17679.0,,,,19330.0,,,20495.0,,,20507.0,,,20507.0,,,20813.0,,,,,,,
France,Homewowners,,,,,,,,,,,,,,25900.0,26302.0,26833.0,27206.0,27698.0,28209.0,28866.0,28873.0,28820.0,28823.0,29589.0,30148.0,30427.0,30701.0,30793.0,30851.0,30532.0,,,,,,,,,32203.0,32134.0,
France,Not homeowners,,,,,,,,,,,,,,18888.0,18854.0,19411.0,19419.0,19680.0,20100.0,20770.0,20631.0,20354.0,20495.0,20660.0,20912.0,21365.0,21431.0,20986.0,20546.0,20298.0,,,,,,,,,21892.0,21817.0,
Germany,Homewowners,33259.0,26803.0,26905.0,28233.0,28811.0,29861.0,30516.0,31883.0,29956.0,29646.0,29231.0,29353.0,29158.0,29343.0,28661.0,29911.0,30823.0,31578.0,30467.0,31795.0,31357.0,31366.0,31112.0,31332.0,31565.0,31545.0,31949.0,32287.0,31944.0,32074.0,32108.0,32389.0,33379.0,34484.0,34599.0,35700.0,36695.0,37972.0,37748.0,37377.0,
Germany,Not homeowners,24125.0,21869.0,22208.0,22960.0,23506.0,24469.0,24645.0,25485.0,23314.0,23683.0,23895.0,23140.0,23417.0,23672.0,23126.0,23400.0,23970.0,24217.0,24080.0,24200.0,23836.0,23967.0,23134.0,23468.0,23281.0,23129.0,23164.0,23347.0,23411.0,22805.0,23008.0,22992.0,23906.0,24019.0,24561.0,24754.0,25803.0,27194.0,27262.0,26799.0,
Greece,Homewowners,,,,,,,,,,,,,14991.0,,,,,17013.0,,20042.0,20533.0,21317.0,21077.0,21392.0,22329.0,22575.0,23174.0,20701.0,17058.0,14970.0,13714.0,13982.0,14076.0,14379.0,14725.0,15263.0,16276.0,16113.0,17548.0,,
Greece,Not homeowners,,,,,,,,,,,,,15561.0,,,,,18089.0,,17662.0,18352.0,19009.0,19206.0,18091.0,18960.0,19054.0,18808.0,16597.0,12893.0,11497.0,11099.0,11661.0,11735.0,12262.0,12663.0,13474.0,13912.0,14259.0,15350.0,,
Hungary,Homewowners,,,,,,,,,11158.0,,,8769.0,,,,,8182.0,,,,,,10716.0,,10797.0,,10268.0,,,10340.0,,,12819.0,,,,,,,,
Hungary,Not homeowners,,,,,,,,,9793.0,,,7688.0,,,,,7463.0,,,,,,9085.0,,10389.0,,9699.0,,,7629.0,,,10169.0,,,,,,,,
Iceland,Homewowners,,,,,,,,,,,,,,,,,,,,,30030.0,30836.0,33049.0,36146.0,38308.0,37743.0,33731.0,32059.0,30551.0,31607.0,32580.0,34229.0,36613.0,39001.0,41891.0,,,,,,
Iceland,Not homeowners,,,,,,,,,,,,,,,,,,,,,22628.0,23419.0,24316.0,26092.0,25030.0,24983.0,22881.0,21331.0,20921.0,21744.0,23186.0,23450.0,24717.0,27478.0,29634.0,,,,,,
Ireland,Homewowners,,,,,12840.0,,,,,,,17054.0,17779.0,19124.0,,,,24122.0,,26409.0,26788.0,28110.0,28889.0,31157.0,30095.0,28194.0,27228.0,26992.0,26038.0,25680.0,26677.0,27588.0,29267.0,29974.0,31847.0,32628.0,34212.0,36316.0,36185.0,,
Ireland,Not homeowners,,,,,7993.0,,,,,,,9136.0,9289.0,9757.0,,,,13187.0,,16546.0,16333.0,16449.0,18226.0,19329.0,20352.0,19093.0,18148.0,17802.0,17580.0,16896.0,17699.0,18457.0,18884.0,19492.0,21943.0,23308.0,23650.0,25203.0,24558.0,,
Israel,Homewowners,,,,,,,,,,14965.0,,,,,15427.0,,,,16639.0,15568.0,15558.0,16299.0,16197.0,17372.0,17954.0,17954.0,18482.0,18729.0,18932.0,19616.0,21263.0,21942.0,22705.0,23003.0,24720.0,25189.0,24461.0,24076.0,25227.0,,
Israel,Not homeowners,,,,,,,,,,12019.0,,,,,11421.0,,,,13395.0,11331.0,12199.0,11673.0,13423.0,13521.0,14849.0,15468.0,13777.0,14922.0,14726.0,16921.0,16955.0,17207.0,17906.0,18492.0,19326.0,21278.0,20334.0,19561.0,19793.0,,
Italy,Homewowners,18254.0,18301.0,,17657.0,20029.0,,21107.0,,21873.0,,20831.0,,20551.0,,,21697.0,,22056.0,,21926.0,,22411.0,,23542.0,,23484.0,,23409.0,,21270.0,,21805.0,,22408.0,,,,22835.0,,,
Italy,Not homeowners,15457.0,15787.0,,14916.0,16759.0,,19226.0,,18532.0,,16364.0,,15422.0,,,17318.0,,17238.0,,17367.0,,16669.0,,18250.0,,16346.0,,16193.0,,14039.0,,13799.0,,14383.0,,,,14338.0,,,
Japan,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,28147.0,27816.0,28146.0,26374.0,26678.0,26569.0,26257.0,26484.0,26114.0,26007.0,25729.0,25789.0,26922.0,,,
Japan,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,22103.0,21923.0,22565.0,21217.0,20328.0,20558.0,20740.0,21846.0,21442.0,22260.0,21835.0,22309.0,23131.0,,,
South Korea,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29887.0,30342.0,31325.0,32038.0,32743.0,34005.0,,
South Korea,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22145.0,22822.0,23488.0,24575.0,25782.0,26529.0,,
Lithuania,Homewowners,,,,,,,,,,,,,,,,,,,,,,,,,,,10940.0,10233.0,11292.0,11446.0,12039.0,12929.0,14106.0,15212.0,16334.0,17361.0,19177.0,20858.0,20554.0,,
Lithuania,Not homeowners,,,,,,,,,,,,,,,,,,,,,,,,,,,8118.0,6776.0,7618.0,7849.0,8554.0,8905.0,9371.0,9316.0,10651.0,12093.0,14342.0,15526.0,15691.0,,
Luxembourg,Homewowners,,,28702.0,31388.0,33303.0,34489.0,35130.0,36074.0,36526.0,37956.0,38170.0,37375.0,38020.0,38044.0,39014.0,39017.0,39823.0,39983.0,40504.0,42314.0,43990.0,44274.0,44551.0,45839.0,45796.0,46544.0,48094.0,47275.0,44944.0,44544.0,45121.0,46937.0,45407.0,48979.0,45952.0,47537.0,48250.0,51542.0,52857.0,55413.0,54540.0
Luxembourg,Not homeowners,,,22290.0,23854.0,26392.0,26956.0,28297.0,31857.0,31600.0,32669.0,31981.0,28336.0,29214.0,28549.0,29308.0,28573.0,31138.0,31530.0,31980.0,34771.0,35176.0,35951.0,35183.0,34417.0,33746.0,32039.0,34486.0,32301.0,31758.0,30404.0,30533.0,30677.0,29736.0,33217.0,31219.0,32884.0,31172.0,34294.0,39290.0,38400.0,41315.0
Mexico,Homewowners,,4194.0,,,,,4519.0,,,4719.0,,4796.0,,3578.0,,3923.0,,4646.0,,4867.0,,5278.0,5761.0,6420.0,,6286.0,,5687.0,,5891.0,,5461.0,,6451.0,,6600.0,,6341.0,,7404.0,
Mexico,Not homeowners,,4824.0,,,,,4828.0,,,5063.0,,4834.0,,4049.0,,4106.0,,4869.0,,5033.0,,5058.0,5691.0,6131.0,,5930.0,,5511.0,,5398.0,,5194.0,,6127.0,,6356.0,,5900.0,,6971.0,
Netherlands,Homewowners,22159.0,,,,18095.0,,,27514.0,,,26310.0,,,,,,29501.0,,,,,29776.0,30051.0,31213.0,32748.0,32772.0,33058.0,32596.0,32277.0,31993.0,31141.0,31607.0,34058.0,34947.0,34854.0,35294.0,36059.0,38672.0,39322.0,,
Netherlands,Not homeowners,17920.0,,,,23014.0,,,20338.0,,,18942.0,,,,,,20519.0,,,,,21049.0,20832.0,21242.0,22122.0,22353.0,22418.0,21873.0,21748.0,21495.0,20797.0,20520.0,20861.0,21512.0,21905.0,21998.0,22239.0,22815.0,23352.0,,
Norway,Homewowners,,,,23750.0,,,,,,,,,,,,,,,,,,,,,35982.0,,,37852.0,,,41227.0,,,40957.0,,,42224.0,42376.0,42570.0,42339.0,
Norway,Not homeowners,,,,20387.0,,,,,,,,,,,,,,,,,,,,,25815.0,,,25854.0,,,27593.0,,,26462.0,,,27031.0,27051.0,27678.0,27465.0,
Poland,Homewowners,,,,10681.0,,,,,,9736.0,,,7115.0,,,,9284.0,,,,,9319.0,9378.0,10249.0,11044.0,12118.0,12538.0,12953.0,13025.0,13095.0,13221.0,13819.0,14460.0,15678.0,16692.0,17553.0,18640.0,19221.0,20002.0,19783.0,20375.0
Poland,Not homeowners,,,,9320.0,,,,,,9274.0,,,7643.0,,,,8223.0,,,,,7678.0,7787.0,8412.0,9286.0,10383.0,10579.0,10891.0,10829.0,10442.0,10689.0,11087.0,11664.0,13121.0,14145.0,14606.0,15597.0,15797.0,17255.0,16841.0,17446.0
Slovakia,Homewowners,,,,,,,,,,9091.0,,,,,,,,,,,,9816.0,,,12655.0,,,13621.0,,,13507.0,13587.0,13753.0,14476.0,15149.0,15258.0,,,,,
Slovakia,Not homeowners,,,,,,,,,,9033.0,,,,,,,,,,,,8027.0,,,10838.0,,,11827.0,,,10621.0,11206.0,11515.0,11565.0,11984.0,11637.0,,,,,
Slovenia,Homewowners,,,,,,,,,,,,,,,17020.0,,17067.0,,,,,19054.0,,,20704.0,,,21937.0,,22390.0,,,22935.0,,,,,,,,
Slovenia,Not homeowners,,,,,,,,,,,,,,,14060.0,,14632.0,,,,,15802.0,,,17438.0,,,18021.0,,16755.0,,,17348.0,,,,,,,,
Spain,Homewowners,,,12377.0,,,,,15818.0,,,16825.0,17260.0,17077.0,17272.0,18231.0,19892.0,21137.0,22194.0,,,,21673.0,22293.0,23347.0,27849.0,28010.0,27662.0,25882.0,25065.0,24049.0,23185.0,23086.0,23741.0,25233.0,25316.0,25716.0,27232.0,27557.0,28180.0,27732.0,
Spain,Not homeowners,,,12192.0,,,,,16086.0,,,14950.0,14413.0,14280.0,14073.0,14688.0,15711.0,17158.0,17674.0,,,,16464.0,17569.0,18033.0,18713.0,19694.0,19760.0,17912.0,17126.0,15749.0,14829.0,15549.0,15744.0,16331.0,17017.0,16923.0,18628.0,17879.0,18962.0,20090.0,
Sweden,Homewowners,,,,,17493.0,,,,,20168.0,,,18809.0,,,,,22241.0,23164.0,23908.0,24059.0,24919.0,25376.0,26232.0,28139.0,28747.0,29900.0,30087.0,31257.0,31922.0,31406.0,32219.0,33097.0,33607.0,34018.0,33862.0,34445.0,34743.0,35035.0,,
Sweden,Not homeowners,,,,,13856.0,,,,,15780.0,,,15001.0,,,,,16294.0,17007.0,17126.0,16977.0,18041.0,18277.0,18750.0,19459.0,20100.0,20149.0,19112.0,19744.0,20104.0,19788.0,19517.0,20214.0,21174.0,20528.0,20800.0,20750.0,21018.0,22141.0,,
Switzerland,Homewowners,,,,,,,,,,37279.0,,,,,,,,36823.0,,38260.0,,36686.0,,39769.0,40167.0,41185.0,41936.0,42036.0,43447.0,44181.0,42224.0,43284.0,44002.0,44101.0,44491.0,43218.0,43328.0,43752.0,44509.0,44056.0,
Switzerland,Not homeowners,,,,,,,,,,31081.0,,,,,,,,31385.0,,33468.0,,32332.0,,32719.0,33777.0,33749.0,34156.0,34064.0,35283.0,36993.0,34552.0,34700.0,34624.0,34577.0,34866.0,34669.0,34682.0,34855.0,35725.0,34598.0,
United Kingdom,Homewowners,16330.0,16935.0,17561.0,18372.0,19181.0,20267.0,21248.0,21574.0,21597.0,21324.0,20957.0,21830.0,21710.0,22769.0,23340.0,24079.0,24382.0,25656.0,26402.0,26645.0,26931.0,27729.0,28162.0,28495.0,29325.0,29177.0,29155.0,28846.0,28261.0,28241.0,28672.0,29495.0,29916.0,30170.0,30357.0,30721.0,31219.0,30150.0,31423.0,,
United Kingdom,Not homeowners,11041.0,11194.0,10975.0,11235.0,11619.0,11799.0,11623.0,11964.0,11680.0,11626.0,11614.0,12551.0,12565.0,12870.0,13407.0,13676.0,14068.0,14869.0,15998.0,16730.0,17322.0,17886.0,18192.0,18462.0,18890.0,19092.0,19191.0,19401.0,19403.0,19550.0,19511.0,20116.0,20415.0,20886.0,20749.0,21008.0,22046.0,21994.0,22494.0,,
United States,Homewowners,31936.0,33054.0,33509.0,34743.0,36088.0,36108.0,36341.0,35509.0,35484.0,35375.0,35017.0,35547.0,35678.0,36019.0,36848.0,38212.0,38925.0,38882.0,38743.0,39196.0,39854.0,39123.0,39564.0,39725.0,40051.0,39248.0,40065.0,39866.0,39511.0,39594.0,39044.0,38265.0,39571.0,42020.0,42696.0,44005.0,46086.0,48408.0,48408.0,43851.0,
United States,Not homeowners,19790.0,20417.0,20690.0,21153.0,21363.0,21628.0,22015.0,21422.0,20735.0,20402.0,20188.0,20779.0,20874.0,20987.0,21621.0,22278.0,22842.0,23407.0,22945.0,23013.0,22467.0,22505.0,22433.0,22799.0,23016.0,22279.0,23089.0,22605.0,22420.0,22838.0,23031.0,23462.0,24575.0,25757.0,25837.0,26731.0,28041.0,30327.0,30765.0,27518.0,
