countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Germany,One person households,,,3160.0,3953.0,4511.0,5791.0,5840.0,7095.0,4859.0,5217.0,4774.0,5305.0,5375.0,5381.0,5044.0,5997.0,9938.0,9339.0,9394.0,8184.0,7652.0,6866.0,5845.0,7028.0,6736.0,6734.0,6803.0,6714.0,7322.0,8487.0,7962.0,7327.0,6902.0,7053.0,6869.0,7381.0,7039.0,7394.0,11277.0,12079.0,
Germany,Couples without children,,,26029.0,28253.0,28865.0,31273.0,31388.0,30839.0,26218.0,26929.0,27020.0,26379.0,25065.0,25132.0,24493.0,26799.0,24008.0,22740.0,20559.0,19648.0,20142.0,19166.0,18655.0,19081.0,19426.0,20967.0,20086.0,21284.0,22118.0,23148.0,23092.0,25712.0,26897.0,28444.0,27176.0,28951.0,26273.0,29838.0,31967.0,29986.0,
Germany,Couples with children,,,30261.0,31025.0,31386.0,32594.0,33044.0,33909.0,31215.0,32119.0,32323.0,31998.0,33125.0,33334.0,32690.0,33569.0,34175.0,34655.0,33509.0,34585.0,34984.0,34550.0,33475.0,33956.0,34936.0,34321.0,35649.0,36114.0,35511.0,34701.0,34981.0,35893.0,37008.0,37539.0,38863.0,40337.0,41483.0,42763.0,44478.0,41667.0,
Germany,Single parents,,,14132.0,13581.0,14821.0,15312.0,17265.0,15836.0,14382.0,14668.0,14805.0,11935.0,13116.0,14503.0,14713.0,13714.0,12882.0,14607.0,14488.0,13119.0,12361.0,10243.0,8409.0,7547.0,9994.0,11328.0,11470.0,11193.0,11212.0,11151.0,11030.0,11022.0,11796.0,12725.0,12973.0,14355.0,16344.0,19127.0,19125.0,19313.0,
Germany,Other family / non-family households,,,32964.0,35808.0,36875.0,37530.0,40462.0,41749.0,38943.0,37135.0,37393.0,35555.0,35562.0,36132.0,36311.0,36548.0,38748.0,38175.0,34209.0,34238.0,35482.0,36173.0,34157.0,35819.0,37364.0,36545.0,35395.0,36270.0,36743.0,36812.0,36296.0,36835.0,36641.0,38780.0,40509.0,41919.0,43473.0,41997.0,41749.0,42963.0,
Greece,One person households,,,,,,,,,,,,,,,,,,,,,,,,5767.0,7478.0,6003.0,9241.0,6457.0,3751.0,2956.0,2984.0,2313.0,2334.0,2585.0,2301.0,2655.0,2964.0,2635.0,3042.0,,
Greece,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,6225.0,6203.0,4385.0,5352.0,4513.0,2965.0,2606.0,2492.0,2669.0,2641.0,2975.0,3074.0,3656.0,4152.0,4284.0,4948.0,,
Greece,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,25319.0,26362.0,25656.0,26786.0,22640.0,19219.0,16085.0,15322.0,15417.0,15001.0,17879.0,18122.0,19156.0,19636.0,19165.0,20254.0,,
Greece,Single parents,,,,,,,,,,,,,,,,,,,,,,,,16649.0,17287.0,17934.0,19715.0,11681.0,7166.0,8381.0,9232.0,9697.0,9093.0,11226.0,10427.0,10833.0,12298.0,11755.0,14713.0,,
Greece,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,20828.0,20856.0,21980.0,21383.0,16975.0,12634.0,11226.0,10335.0,10818.0,10869.0,13379.0,14071.0,15603.0,16861.0,15654.0,17066.0,,
Hungary,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,One person households,,,,,,,,,,,,,,,,,,,,,20886.0,22699.0,29639.0,29457.0,29834.0,28369.0,20280.0,19987.0,20636.0,20514.0,22593.0,22485.0,25590.0,30972.0,32533.0,,,,,,
Iceland,Couples without children,,,,,,,,,,,,,,,,,,,,,34445.0,37236.0,39963.0,42287.0,44547.0,47755.0,41298.0,35285.0,36203.0,37589.0,40039.0,41926.0,44887.0,51563.0,52685.0,,,,,,
Iceland,Couples with children,,,,,,,,,,,,,,,,,,,,,37136.0,39141.0,41286.0,45409.0,46133.0,46172.0,39422.0,37946.0,35455.0,37647.0,39036.0,40974.0,44009.0,48143.0,51927.0,,,,,,
Iceland,Single parents,,,,,,,,,,,,,,,,,,,,,18129.0,22743.0,24364.0,23608.0,23634.0,24504.0,16159.0,15092.0,13475.0,18767.0,17141.0,18379.0,19508.0,24829.0,31537.0,,,,,,
Iceland,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,45576.0,45736.0,49925.0,54652.0,58891.0,53571.0,46929.0,44065.0,41398.0,45349.0,48414.0,49155.0,56378.0,55560.0,59251.0,,,,,,
Ireland,One person households,,,,,,,,,,,,,,,,,,,,164.06,0.0,0.0,0.0,1100.0,660.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.37,0.0,70.6,713.91,501.26,728.23,,
Ireland,Couples without children,,,,,,,,,,,,,,,,,,,,18219.0,14372.0,13913.0,14281.0,15559.0,15709.0,15770.0,10744.0,13326.0,12123.0,10361.0,9626.0,13294.0,12057.0,15820.0,18016.0,20082.0,25666.0,21203.0,20666.0,,
Ireland,Couples with children,,,,,,,,,,,,,,,,,,,,27057.0,27643.0,26963.0,28734.0,30488.0,28166.0,25223.0,22348.0,22622.0,24129.0,24067.0,24885.0,27806.0,29066.0,29920.0,33749.0,34074.0,35116.0,36378.0,41058.0,,
Ireland,Single parents,,,,,,,,,,,,,,,,,,,,6138.0,3564.0,5295.0,5221.0,7031.0,6225.0,3706.0,4379.0,4587.0,4406.0,2400.0,3138.0,5220.0,4091.0,5882.0,6676.0,9516.0,5630.0,6529.0,8770.0,,
Ireland,Other family / non-family households,,,,,,,,,,,,,,,,,,,,25189.0,27228.0,27687.0,28555.0,28684.0,26720.0,22874.0,21087.0,17855.0,14365.0,15761.0,18322.0,20703.0,21216.0,23369.0,32097.0,30442.0,31776.0,30823.0,30969.0,,
Israel,One person households,,,,,,,,,,,,,,,,,,,8121.0,7079.0,8184.0,8664.0,9015.0,9122.0,10603.0,10680.0,9952.0,9280.0,9005.0,12299.0,12002.0,12757.0,11970.0,13923.0,12987.0,14689.0,12951.0,8386.0,9331.0,,
Israel,Couples without children,,,,,,,,,,,,,,,,,,,15242.0,12802.0,14580.0,16529.0,16451.0,16497.0,17374.0,18709.0,16638.0,18342.0,19387.0,22409.0,22766.0,22232.0,22975.0,24193.0,25288.0,26730.0,22367.0,20773.0,21466.0,,
Israel,Couples with children,,,,,,,,,,,,,,,,,,,16840.0,15019.0,14239.0,15114.0,15887.0,15302.0,16400.0,16456.0,16154.0,17015.0,16742.0,17740.0,19701.0,20640.0,21496.0,21990.0,23405.0,24884.0,23587.0,21104.0,22795.0,,
Israel,Single parents,,,,,,,,,,,,,,,,,,,6134.0,5314.0,6363.0,5575.0,6099.0,7050.0,9873.0,10547.0,9299.0,8554.0,8728.0,10738.0,11962.0,11921.0,13358.0,13616.0,15926.0,14379.0,17006.0,12349.0,14200.0,,
Israel,Other family / non-family households,,,,,,,,,,,,,,,,,,,16831.0,16682.0,16590.0,17068.0,16765.0,18644.0,20322.0,20064.0,19971.0,19897.0,20617.0,20421.0,22183.0,24111.0,24084.0,23970.0,26682.0,26108.0,24366.0,21627.0,23035.0,,
Italy,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.21,,1019.0,,,,313.73,,,
Italy,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.25,,392.79,,,,423.96,,,
Italy,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21151.0,,21459.0,,,,21211.0,,,
Italy,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9644.0,,13051.0,,,,12560.0,,,
Italy,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16445.0,,16412.0,,,,18033.0,,,
Japan,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,10534.0,8898.0,10756.0,9374.0,9859.0,14339.0,12210.0,15575.0,13862.0,13623.0,10843.0,11787.0,13515.0,,,
Japan,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,13469.0,13843.0,11957.0,11567.0,11445.0,11914.0,10969.0,8015.0,9189.0,8535.0,10866.0,12017.0,10818.0,,,
Japan,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,30408.0,29448.0,29580.0,29355.0,29073.0,30011.0,30212.0,30957.0,30996.0,32332.0,31589.0,33062.0,33664.0,,,
Japan,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,14697.0,15294.0,17433.0,27863.0,24920.0,20342.0,17443.0,18389.0,19710.0,22633.0,17785.0,23549.0,19875.0,,,
Japan,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,27943.0,26906.0,28236.0,24555.0,25958.0,25766.0,26173.0,25963.0,27122.0,26383.0,24153.0,24531.0,25678.0,,,
South Korea,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,264.54,0.0,187.59,276.15,212.34,0.0,573.91,879.05,1453.0,1521.0,2212.0,3499.0,5228.0,,
Lithuania,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,6073.0,4483.0,5033.0,5804.0,7165.0,8012.0,10341.0,10468.0,11811.0,13188.0,18237.0,20406.0,20002.0,,
Lithuania,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,10536.0,9690.0,11296.0,11306.0,12255.0,15366.0,16634.0,16423.0,18146.0,18888.0,25393.0,29228.0,28293.0,,
Lithuania,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,6975.0,6332.0,6382.0,5761.0,6680.0,6424.0,8254.0,8916.0,10037.0,8897.0,12109.0,13422.0,15575.0,,
Lithuania,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,10513.0,9717.0,10759.0,11818.0,13067.0,13518.0,14774.0,15820.0,16955.0,18674.0,24234.0,24967.0,26114.0,,
Luxembourg,One person households,,,,,,,,,,,,,,,,,,,,29741.0,25992.0,22247.0,18209.0,22827.0,28668.0,29835.0,23283.0,27635.0,28183.0,21761.0,21923.0,11961.0,21546.0,20439.0,22204.0,25113.0,28433.0,,40719.0,38307.0,39345.0
Luxembourg,Couples without children,,,,,,,,,,,,,,,,,,,,26622.0,27409.0,27724.0,23357.0,23778.0,24699.0,23778.0,27525.0,19760.0,28029.0,24371.0,22653.0,25663.0,23313.0,17872.0,21863.0,29327.0,27660.0,,49395.0,45605.0,40967.0
Luxembourg,Couples with children,,,,,,,,,,,,,,,,,,,,38296.0,39900.0,39090.0,41655.0,41009.0,43640.0,40063.0,40781.0,40890.0,37839.0,37720.0,38857.0,41370.0,42848.0,47636.0,43918.0,49024.0,48305.0,,57249.0,56443.0,57565.0
Luxembourg,Single parents,,,,,,,,,,,,,,,,,,,,20749.0,17753.0,18227.0,15032.0,15082.0,14984.0,15607.0,19135.0,16780.0,15987.0,13867.0,17922.0,18850.0,20846.0,20752.0,22622.0,25740.0,21837.0,,37383.0,32553.0,36514.0
Luxembourg,Other family / non-family households,,,,,,,,,,,,,,,,,,,,40860.0,41717.0,42566.0,44216.0,45773.0,42629.0,38335.0,40727.0,40136.0,37525.0,38835.0,39869.0,41928.0,40698.0,39308.0,37257.0,41789.0,36104.0,,53183.0,44808.0,46383.0
Mexico,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,One person households,,,,,,,,8998.0,,,9063.0,,,,,,18115.0,,,,,5072.0,5812.0,5440.0,18658.0,17522.0,18491.0,16889.0,15825.0,15864.0,15225.0,14236.0,16459.0,15270.0,16154.0,16673.0,17399.0,13609.0,14353.0,,
Netherlands,Couples without children,,,,,,,,31762.0,,,32173.0,,,,,,35532.0,,,,,22508.0,20570.0,19214.0,38373.0,40025.0,38946.0,38700.0,37080.0,37747.0,33134.0,32934.0,33674.0,36199.0,35755.0,36498.0,37204.0,39225.0,38827.0,,
Netherlands,Couples with children,,,,,,,,27595.0,,,29277.0,,,,,,31800.0,,,,,35351.0,35543.0,37278.0,41413.0,41458.0,42144.0,42018.0,42300.0,42201.0,39535.0,40162.0,40682.0,42015.0,42799.0,42633.0,44211.0,50094.0,51635.0,,
Netherlands,Single parents,,,,,,,,1547.0,,,1040.0,,,,,,11906.0,,,,,8931.0,8534.0,12621.0,13816.0,15414.0,16762.0,16775.0,15028.0,18916.0,18077.0,16996.0,15223.0,13837.0,17068.0,17193.0,16424.0,19505.0,21605.0,,
Netherlands,Other family / non-family households,,,,,,,,34130.0,,,28621.0,,,,,,39088.0,,,,,41262.0,41574.0,41807.0,47197.0,50711.0,50286.0,48798.0,46907.0,46471.0,44161.0,41637.0,44674.0,45691.0,45476.0,45581.0,49813.0,53831.0,53332.0,,
Norway,One person households,,,,7563.0,,,,,12027.0,,,,8416.0,,,,,12012.0,,,,10447.0,,,,,,,,,,,,,,,,,,,
Norway,Couples without children,,,,21524.0,,,,,19732.0,,,,22830.0,,,,,29606.0,,,,31749.0,,,,,,,,,,,,,,,,,,,
Norway,Couples with children,,,,28098.0,,,,,28074.0,,,,29288.0,,,,,33968.0,,,,35061.0,,,,,,,,,,,,,,,,,,,
Norway,Single parents,,,,14172.0,,,,,13227.0,,,,11584.0,,,,,16115.0,,,,14864.0,,,,,,,,,,,,,,,,,,,
Norway,Other family / non-family households,,,,33037.0,,,,,32507.0,,,,34557.0,,,,,40082.0,,,,38253.0,,,,,,,,,,,,,,,,,,,
Poland,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,One person households,,,,,,,,,,,,,,,,,,,,,,0.0,,,63.15,,,93.71,,,162.41,162.53,128.23,98.35,92.47,86.8,,,,,
Slovakia,Couples without children,,,,,,,,,,,,,,,,,,,,,,196.98,,,267.94,,,376.13,,,1034.0,1006.0,1345.0,6299.0,5161.0,2163.0,,,,,
Slovakia,Couples with children,,,,,,,,,,,,,,,,,,,,,,10028.0,,,12827.0,,,13064.0,,,12463.0,13709.0,14187.0,14620.0,15762.0,16346.0,,,,,
Slovakia,Single parents,,,,,,,,,,,,,,,,,,,,,,5734.0,,,9313.0,,,8859.0,,,8628.0,9769.0,9231.0,9096.0,10857.0,11686.0,,,,,
Slovakia,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,10641.0,,,13578.0,,,13326.0,,,14078.0,15254.0,14837.0,15435.0,15985.0,16849.0,,,,,
Slovenia,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,One person households,,,,,,,,,,,,,,,,,,,,,,476.87,433.54,2484.0,8016.0,7266.0,6992.0,5313.0,4288.0,4904.0,4428.0,3971.0,3548.0,3793.0,3981.0,5368.0,7129.0,4964.0,6244.0,9133.0,
Spain,Couples without children,,,,,,,,,,,,,,,,,,,,,,10740.0,12217.0,12764.0,19361.0,18189.0,16361.0,12773.0,13142.0,12766.0,9940.0,10285.0,10025.0,10350.0,9936.0,9600.0,12119.0,10582.0,12394.0,13974.0,
