countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Germany,Urban area,31316.0,27421.0,27235.0,28523.0,29304.0,30543.0,31206.0,32309.0,31162.0,31649.0,31046.0,30058.0,30180.0,30428.0,29614.0,30701.0,31324.0,31067.0,29612.0,30262.0,30119.0,29905.0,28991.0,29018.0,29648.0,29739.0,30132.0,30187.0,30161.0,30033.0,30309.0,30536.0,31822.0,32451.0,33078.0,34053.0,35386.0,36642.0,36190.0,35815.0,
Germany,Rural area,27952.0,24980.0,25494.0,25973.0,27474.0,28583.0,28441.0,29123.0,24386.0,25578.0,25659.0,25986.0,26631.0,25929.0,25691.0,26425.0,26728.0,27272.0,25883.0,27153.0,26992.0,26330.0,25404.0,25867.0,26375.0,26639.0,26806.0,27125.0,26851.0,27178.0,27082.0,27466.0,28347.0,29184.0,30077.0,31032.0,31126.0,32187.0,34154.0,33671.0,
Greece,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,Urban area,,,,,13340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,Rural area,,,,,9540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,Urban area,,,,,,,,,,,,,,,,,,,14577.0,12869.0,13048.0,13838.0,14054.0,14477.0,15782.0,15623.0,15232.0,16109.0,15739.0,16982.0,18305.0,18810.0,19700.0,19782.0,21286.0,22454.0,21120.0,19953.0,20657.0,,
Israel,Rural area,,,,,,,,,,,,,,,,,,,20916.0,22196.0,21729.0,19408.0,18571.0,21317.0,21270.0,22394.0,25702.0,22209.0,23696.0,22469.0,26656.0,29310.0,28039.0,30014.0,32723.0,30059.0,28764.0,27959.0,29918.0,,
Italy,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32044.0,32730.0,33578.0,35256.0,34874.0,34820.0,35372.0,35448.0,,,
Sweden,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31188.0,31408.0,32644.0,31753.0,32022.0,31594.0,31853.0,33275.0,,,
Switzerland,Urban area,,,,,,,,,,35002.0,,,,,,,,,,,,,,37526.0,38263.0,38626.0,39123.0,38968.0,40214.0,42069.0,38728.0,39848.0,38778.0,39445.0,39735.0,39303.0,38789.0,38819.0,39441.0,39234.0,
Switzerland,Rural area,,,,,,,,,,32183.0,,,,,,,,,,,,,,33192.0,33580.0,34007.0,34106.0,35054.0,37737.0,38285.0,35887.0,37639.0,37649.0,37777.0,38153.0,37524.0,39161.0,38649.0,38981.0,38238.0,
United Kingdom,Urban area,15677.0,16050.0,16144.0,17205.0,18016.0,19287.0,19744.0,19621.0,20012.0,19428.0,19150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Rural area,15200.0,16153.0,17265.0,16840.0,16926.0,18575.0,18983.0,21445.0,20863.0,19651.0,18766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Urban area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Rural area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
